,Rainfall,Temperature,Humidity,WindSpeed
2006-04-27,0.0,30.82,47.53,3.11
2006-04-28,0.0,30.27,51.26,3.54
2006-04-29,0.0,29.56,50.09,4.12
2006-04-30,0.0,30.01,49.64,3.84
2006-05-01,0.0,30.84,43.44,3.96
2006-05-02,10.19,30.27,52.95,2.87
2006-05-03,0.7,30.03,57.72,1.91
2006-05-04,1.69,30.48,54.68,1.59
2006-05-05,2.46,28.01,67.36,2.23
2006-05-06,0.31,28.74,63.33,2.18
2006-05-07,0.22,29.75,59.1,2.24
2006-05-08,3.8,29.93,59.86,2.0
2006-05-09,0.78,29.36,61.08,1.74
2006-05-10,6.16,28.46,66.13,2.68
2006-05-11,0.6,29.65,60.11,2.72
2006-05-12,0.04,30.16,55.83,3.18
2006-05-13,0.02,30.19,54.91,3.47
2006-05-14,0.0,30.78,50.03,3.31
2006-05-15,0.0,30.93,50.1,3.42
2006-05-16,0.03,31.65,49.02,3.69
2006-05-17,0.04,29.6,58.58,4.46
2006-05-18,2.38,29.11,60.49,3.32
2006-05-19,0.16,28.37,60.62,4.5
2006-05-20,0.03,28.64,55.48,4.87
2006-05-21,0.94,28.45,57.28,4.53
2006-05-22,0.31,28.67,61.22,4.21
2006-05-23,3.04,27.43,68.09,4.17
2006-05-24,1.55,27.91,66.69,4.96
2006-05-25,8.58,26.61,72.7,4.45
2006-05-26,10.67,25.02,78.5,4.74
2006-05-27,25.99,24.8,82.71,4.75
2006-05-28,17.6,25.03,86.52,3.42
2006-05-29,24.21,24.98,86.87,5.95
2006-05-30,43.12,23.73,88.71,6.67
2006-05-31,25.54,24.34,84.18,5.74
2006-06-01,22.9,24.48,84.1,6.63
2006-06-02,17.42,24.31,87.33,5.71
2006-06-03,15.82,23.93,87.1,4.89
2006-06-04,9.9,24.09,83.14,4.9
2006-06-05,11.97,23.69,83.87,4.68
2006-06-06,2.7,23.6,81.59,3.9
2006-06-07,4.15,24.23,81.7,3.8
2006-06-08,0.74,24.7,78.92,3.23
2006-06-09,25.07,24.77,83.45,3.23
2006-06-10,7.6,24.21,86.56,3.58
2006-06-11,0.48,24.65,84.71,3.49
2006-06-12,0.16,24.8,82.9,3.64
2006-06-13,0.1,24.95,79.33,3.52
2006-06-14,0.09,25.13,79.64,2.65
2006-06-15,19.72,24.72,86.29,2.69
2006-06-16,26.44,24.46,87.27,2.21
2006-06-17,14.41,24.11,89.58,1.63
2006-06-18,16.93,23.51,88.45,2.44
2006-06-19,9.44,25.36,88.98,2.75
2006-06-20,8.73,24.45,89.47,2.87
2006-06-21,5.55,24.13,87.6,2.05
2006-06-22,3.55,24.58,83.97,2.41
2006-06-23,22.48,23.74,88.75,3.42
2006-06-24,28.56,23.58,91.71,5.82
2006-06-25,28.25,24.33,88.12,6.48
2006-06-26,19.11,24.07,89.54,5.54
2006-06-27,16.32,24.45,89.48,5.37
2006-06-28,24.05,23.88,92.08,5.48
2006-06-29,14.16,24.11,91.45,5.19
2006-06-30,5.14,23.92,90.15,5.53
2006-07-01,8.02,24.05,87.71,6.24
2006-07-02,14.9,24.04,88.59,7.24
2006-07-03,9.92,23.26,90.71,6.69
2006-07-04,6.82,24.26,87.61,7.84
2006-07-05,7.21,24.05,86.91,7.68
2006-07-06,10.51,23.93,86.7,6.76
2006-07-07,16.03,23.95,87.17,5.13
2006-07-08,10.97,24.1,87.45,5.24
2006-07-09,6.22,23.33,90.46,5.07
2006-07-10,5.63,23.51,87.92,5.36
2006-07-11,7.4,23.62,88.41,5.32
2006-07-12,11.04,23.23,89.67,5.51
2006-07-13,26.74,23.55,89.15,5.78
2006-07-14,13.36,22.97,91.44,5.28
2006-07-15,3.2,23.45,89.23,5.57
2006-07-16,5.25,23.53,87.62,5.51
2006-07-17,4.02,23.36,87.0,5.65
2006-07-18,5.1,23.44,86.76,5.95
2006-07-19,13.11,23.57,86.67,5.3
2006-07-20,13.55,23.45,88.04,5.16
2006-07-21,7.33,23.18,88.16,5.19
2006-07-22,4.05,23.26,87.02,5.64
2006-07-23,7.22,23.26,87.05,5.08
2006-07-24,3.46,23.42,87.97,4.14
2006-07-25,4.66,23.73,86.86,4.05
2006-07-26,10.8,23.57,88.2,4.7
2006-07-27,14.39,22.47,89.8,5.19
2006-07-28,12.93,22.49,89.04,6.03
2006-07-29,6.97,22.68,88.17,5.66
2006-07-30,5.67,23.27,87.42,5.56
2006-07-31,14.15,22.81,87.88,5.27
2006-08-01,7.17,23.23,86.92,5.04
2006-08-02,5.57,22.62,88.04,4.8
2006-08-03,7.39,23.08,88.89,4.95
2006-08-04,5.76,22.71,90.12,5.04
2006-08-05,6.23,22.26,90.3,5.05
2006-08-06,8.91,22.7,89.28,4.64
2006-08-07,7.11,22.65,88.43,4.62
2006-08-08,21.06,22.8,88.61,5.18
2006-08-09,10.24,23.05,88.21,5.02
2006-08-10,18.94,23.19,89.12,5.82
2006-08-11,19.7,22.72,91.12,5.52
2006-08-12,9.28,22.88,90.35,5.4
2006-08-13,14.63,23.45,89.77,5.48
2006-08-14,8.37,23.23,88.43,5.75
2006-08-15,11.51,23.61,87.6,6.14
2006-08-16,10.82,23.72,87.84,6.51
2006-08-17,12.87,23.23,88.11,5.97
2006-08-18,12.09,23.46,88.51,4.65
2006-08-19,3.86,23.67,88.18,3.85
2006-08-20,1.19,22.78,89.74,3.4
2006-08-21,2.24,23.38,86.75,3.43
2006-08-22,3.48,22.83,88.32,3.31
2006-08-23,0.81,23.24,85.34,3.62
2006-08-24,0.84,23.52,84.91,3.16
2006-08-25,0.16,23.01,86.36,2.36
2006-08-26,0.16,23.9,84.29,3.2
2006-08-27,2.57,23.35,84.59,3.64
2006-08-28,5.26,23.14,86.86,3.69
2006-08-29,3.35,23.3,86.79,3.86
2006-08-30,4.69,23.7,85.24,3.81
2006-08-31,4.04,23.86,83.96,3.14
2006-09-01,3.97,23.94,84.1,2.93
2006-09-02,1.51,24.75,79.5,2.68
2006-09-03,0.2,24.86,79.97,2.69
2006-09-04,0.04,24.68,79.84,2.97
2006-09-05,5.68,24.77,81.28,2.82
2006-09-06,1.83,25.37,81.18,2.36
2006-09-07,5.28,24.74,83.14,1.26
2006-09-08,4.71,25.73,79.86,1.6
2006-09-09,5.81,26.79,72.53,1.26
2006-09-10,4.93,26.48,73.57,1.21
2006-09-11,4.99,25.24,83.41,1.07
2006-09-12,25.78,24.01,91.28,3.37
2006-09-13,27.4,23.72,89.63,2.82
2006-09-14,50.63,23.14,92.35,3.61
2006-09-15,21.65,23.05,91.55,3.33
2006-09-16,16.04,23.09,92.34,4.45
2006-09-17,12.33,22.92,91.72,4.5
2006-09-18,10.83,23.02,90.92,4.45
2006-09-19,9.14,23.4,90.27,4.05
2006-09-20,4.69,23.0,90.72,3.52
2006-09-21,6.78,22.78,91.02,3.86
2006-09-22,6.21,23.05,89.97,3.77
2006-09-23,5.71,23.51,89.1,3.34
2006-09-24,1.31,23.61,88.1,2.83
2006-09-25,5.06,23.49,87.88,3.09
2006-09-26,6.05,21.98,87.82,3.54
2006-09-27,3.84,22.68,86.17,2.58
2006-09-28,2.06,23.16,86.75,2.72
2006-09-29,3.34,23.93,86.13,2.57
2006-09-30,8.19,23.97,88.41,2.9
2006-10-01,23.07,23.8,88.57,3.49
2006-10-02,29.15,23.29,89.23,3.74
2006-10-03,19.43,23.25,91.99,3.31
2006-10-04,9.44,23.45,90.72,3.27
2006-10-05,4.44,23.64,90.08,3.21
2006-10-06,2.04,23.63,89.07,2.93
2006-10-07,14.96,23.82,90.4,2.8
2006-10-08,35.66,23.58,90.51,2.53
2006-10-09,6.44,23.75,89.72,2.76
2006-10-10,2.28,23.59,86.7,1.71
2006-10-11,2.59,23.47,78.23,1.22
2006-10-12,0.07,23.58,72.22,1.58
2006-10-13,1.09,23.83,78.93,1.91
2006-10-14,1.64,24.5,76.72,1.77
2006-10-15,0.16,23.93,80.28,2.09
2006-10-16,0.53,23.81,81.23,2.45
2006-10-17,0.12,23.16,84.04,2.23
2006-10-18,0.11,22.93,86.22,2.25
2006-10-19,0.78,24.42,77.4,1.5
2006-10-20,0.94,24.67,74.73,1.74
2006-10-21,0.37,24.35,72.83,2.54
2006-10-22,0.0,23.99,73.19,2.34
2006-10-23,0.0,23.75,70.89,2.47
2006-10-24,0.0,23.48,74.27,2.84
2006-10-25,0.03,23.69,73.9,2.73
2006-10-26,0.15,23.65,74.6,3.18
2006-10-27,1.71,23.81,79.85,2.92
2006-10-28,2.55,23.64,81.27,2.91
2006-10-29,1.6,23.89,82.12,2.18
2006-10-30,0.19,24.57,76.94,1.99
2006-10-31,0.0,24.72,78.91,1.65
2006-11-01,4.41,24.03,84.16,1.02
2006-11-02,28.28,22.19,93.28,2.61
2006-11-03,9.07,21.95,89.84,2.75
2006-11-04,0.23,22.37,85.1,2.55
2006-11-05,2.42,21.64,90.68,2.35
2006-11-06,5.97,21.71,90.81,1.96
2006-11-07,1.08,21.38,84.37,1.92
2006-11-08,0.29,21.73,81.89,1.89
2006-11-09,0.02,22.08,83.96,2.46
2006-11-10,0.0,22.59,81.68,2.75
2006-11-11,0.0,22.62,79.35,2.83
2006-11-12,0.0,22.64,77.45,2.47
2006-11-13,0.0,22.46,77.49,2.84
2006-11-14,0.04,22.91,80.96,3.03
2006-11-15,0.42,23.63,79.64,3.22
2006-11-16,0.51,23.04,82.48,3.26
2006-11-17,0.03,23.43,78.39,3.42
2006-11-18,3.65,23.23,83.28,3.11
2006-11-19,1.64,23.84,81.61,2.63
2006-11-20,2.95,23.61,77.69,2.77
2006-11-21,2.09,21.51,84.63,2.32
2006-11-22,0.78,23.15,79.71,2.24
2006-11-23,0.53,23.26,78.47,1.47
2006-11-24,2.95,22.98,75.44,1.23
2006-11-25,0.41,22.82,67.08,2.16
2006-11-26,0.0,23.48,75.56,1.15
2006-11-27,2.07,24.24,80.33,1.41
2006-11-28,0.39,24.2,76.15,1.76
2006-11-29,0.0,23.71,74.88,2.65
2006-11-30,0.0,21.93,70.35,2.71
2006-12-01,0.0,20.88,68.21,2.89
2006-12-02,0.0,20.32,68.83,2.81
2006-12-03,0.0,21.97,75.63,3.15
2006-12-04,0.0,22.19,72.93,3.28
2006-12-05,0.0,21.44,72.09,2.66
2006-12-06,0.0,20.67,68.95,2.84
2006-12-07,0.0,20.16,67.82,2.79
2006-12-08,0.0,20.28,67.45,3.13
2006-12-09,0.0,20.06,68.52,3.02
2006-12-10,0.0,21.58,72.67,2.76
2006-12-11,0.0,23.17,78.71,2.58
2006-12-12,0.0,23.83,77.33,2.7
2006-12-13,0.0,23.74,72.48,3.29
2006-12-14,0.0,22.21,70.46,3.46
2006-12-15,0.0,21.32,65.13,3.27
2006-12-16,0.0,20.69,62.25,3.92
2006-12-17,0.0,19.89,66.11,3.37
2006-12-18,0.0,20.15,62.14,3.06
2006-12-19,0.0,20.16,60.09,2.87
2006-12-20,0.0,20.42,66.53,3.4
2006-12-21,0.0,21.27,66.02,3.3
2006-12-22,0.0,21.91,68.6,4.02
2006-12-23,0.0,21.59,65.25,3.32
2006-12-24,0.0,22.03,65.43,2.94
2006-12-25,0.0,21.75,64.84,2.76
2006-12-26,0.0,21.42,60.31,2.62
2006-12-27,0.0,21.29,60.55,2.62
2006-12-28,0.0,21.38,52.32,2.4
2006-12-29,0.0,20.71,48.86,2.21
2006-12-30,0.0,20.87,49.07,1.92
2006-12-31,0.0,20.91,50.74,1.79
2007-01-01,0.0,20.82,48.75,1.71
2007-01-02,0.0,20.81,47.59,1.38
2007-01-03,0.0,21.01,51.49,1.74
2007-01-04,0.0,20.82,47.18,1.16
2007-01-05,0.0,20.88,44.7,1.79
2007-01-06,0.0,21.25,53.58,2.62
2007-01-07,0.0,20.99,57.34,3.03
2007-01-08,0.0,20.72,52.06,3.6
2007-01-09,0.0,21.88,58.0,3.43
2007-01-10,0.0,21.98,57.37,3.33
2007-01-11,0.0,21.8,55.76,2.48
2007-01-12,0.0,22.58,56.3,2.9
2007-01-13,0.0,22.06,48.92,2.88
2007-01-14,0.0,22.13,45.48,2.42
2007-01-15,0.0,22.23,43.82,2.01
2007-01-16,0.0,22.58,45.37,1.43
2007-01-17,0.0,23.09,44.88,1.45
2007-01-18,0.0,22.41,44.87,2.66
2007-01-19,0.0,22.75,47.38,2.74
2007-01-20,0.0,22.86,47.06,2.39
2007-01-21,0.0,23.77,40.96,2.63
2007-01-22,0.0,23.33,36.5,1.77
2007-01-23,0.0,24.01,36.78,1.4
2007-01-24,0.0,23.61,42.68,2.7
2007-01-25,0.0,23.71,51.61,2.9
2007-01-26,0.0,23.99,47.89,2.49
2007-01-27,0.0,24.48,44.61,2.6
2007-01-28,0.05,25.85,48.8,2.93
2007-01-29,0.0,24.23,50.75,2.96
2007-01-30,0.0,25.08,49.52,2.48
2007-01-31,0.0,24.47,36.13,2.75
2007-02-01,0.0,23.86,37.19,2.87
2007-02-02,0.0,23.95,33.63,3.06
2007-02-03,0.0,23.27,44.62,1.88
2007-02-04,0.0,23.87,60.44,0.95
2007-02-05,0.0,23.83,57.46,0.99
2007-02-06,0.0,23.85,55.1,1.05
2007-02-07,0.0,24.07,58.38,1.18
2007-02-08,0.0,24.49,54.6,0.97
2007-02-09,0.0,24.06,34.37,2.88
2007-02-10,0.0,23.13,44.48,2.27
2007-02-11,0.0,23.92,56.63,1.61
2007-02-12,0.0,23.97,64.44,2.15
2007-02-13,0.0,23.26,66.84,3.26
2007-02-14,0.0,23.15,60.49,2.08
2007-02-15,0.0,23.12,51.39,2.44
2007-02-16,0.0,23.35,53.4,2.11
2007-02-17,0.0,24.23,54.73,2.08
2007-02-18,0.0,25.48,52.67,1.8
2007-02-19,0.0,25.63,55.01,2.44
2007-02-20,0.0,26.17,43.7,3.03
2007-02-21,0.0,24.32,36.81,3.05
2007-02-22,0.0,24.14,30.14,2.88
2007-02-23,0.0,23.86,29.36,2.98
2007-02-24,0.0,23.98,33.38,2.14
2007-02-25,0.0,24.92,43.56,1.03
2007-02-26,0.0,25.68,53.17,1.38
2007-02-27,0.0,26.15,47.78,1.52
2007-02-28,0.0,27.69,45.01,1.49
2007-03-01,0.0,25.89,59.25,2.85
2007-03-02,0.0,25.06,54.44,2.49
2007-03-03,0.0,26.44,47.38,1.4
2007-03-04,0.0,28.45,39.31,2.28
2007-03-05,0.0,28.88,42.02,0.97
2007-03-06,0.0,28.92,45.3,1.32
2007-03-07,0.0,27.09,60.24,3.32
2007-03-08,0.0,26.89,52.94,2.07
2007-03-09,0.0,27.21,41.46,1.6
2007-03-10,0.0,27.42,41.82,1.6
2007-03-11,0.0,28.24,46.23,2.52
2007-03-12,0.0,28.05,51.64,2.1
2007-03-13,0.0,28.38,48.23,1.33
2007-03-14,0.0,29.04,44.32,1.3
2007-03-15,0.0,29.44,43.98,1.72
2007-03-16,0.0,29.51,41.22,2.18
2007-03-17,0.0,29.47,35.1,2.04
2007-03-18,0.0,29.37,36.07,1.35
2007-03-19,0.0,29.84,47.07,1.11
2007-03-20,0.0,29.88,47.99,1.56
2007-03-21,0.08,29.28,52.09,2.92
2007-03-22,0.03,29.67,49.58,2.27
2007-03-23,0.0,31.09,37.2,1.71
2007-03-24,0.0,29.69,47.8,3.13
2007-03-25,0.18,30.06,41.76,1.73
2007-03-26,2.31,29.28,55.16,2.78
2007-03-27,0.4,30.66,50.71,1.59
2007-03-28,0.05,31.14,45.48,1.63
2007-03-29,0.0,30.17,43.39,1.86
2007-03-30,0.0,29.79,38.36,1.67
2007-03-31,0.0,29.83,23.06,2.35
2007-04-01,0.0,30.02,32.3,1.79
2007-04-02,0.0,30.72,35.76,1.18
2007-04-03,1.07,30.93,40.95,1.51
2007-04-04,0.15,30.88,44.84,1.75
2007-04-05,0.0,31.12,27.52,2.78
2007-04-06,0.0,30.6,33.48,2.16
2007-04-07,0.0,28.85,43.85,1.27
2007-04-08,0.73,29.26,50.57,1.39
2007-04-09,0.25,29.95,49.18,1.09
2007-04-10,0.22,29.66,47.62,1.33
2007-04-11,3.91,29.8,53.45,2.18
2007-04-12,5.66,29.83,58.75,1.93
2007-04-13,0.34,29.85,53.92,1.67
2007-04-14,0.43,30.43,48.63,1.54
2007-04-15,2.53,29.91,48.09,1.61
2007-04-16,1.73,29.66,54.36,1.37
2007-04-17,1.48,28.68,59.4,2.29
2007-04-18,0.35,29.1,57.49,2.17
2007-04-19,6.28,29.31,59.82,1.91
2007-04-20,1.52,28.31,63.73,2.19
2007-04-21,5.04,28.78,62.64,2.5
2007-04-22,7.59,27.58,68.53,2.62
2007-04-23,0.08,28.17,56.19,2.69
2007-04-24,0.0,28.61,52.39,2.26
2007-04-25,0.0,29.05,50.55,1.79
2007-04-26,0.0,30.15,54.17,1.81
2007-04-27,0.09,30.17,55.72,2.26
2007-04-28,0.08,29.7,55.27,3.25
2007-04-29,1.12,29.33,57.38,2.79
2007-04-30,1.93,28.03,66.33,2.45
2007-05-01,7.22,26.64,75.93,2.49
2007-05-02,0.54,27.02,73.59,2.64
2007-05-03,9.88,27.07,74.46,2.99
2007-05-04,3.24,28.04,70.67,2.93
2007-05-05,0.2,29.38,64.06,2.46
2007-05-06,11.21,28.67,68.07,2.89
2007-05-07,1.77,26.99,71.83,3.03
2007-05-08,0.57,27.58,66.87,3.8
2007-05-09,0.06,27.87,66.87,4.05
2007-05-10,0.0,28.42,63.25,4.18
2007-05-11,0.0,28.15,66.71,3.56
2007-05-12,0.0,27.63,67.85,4.34
2007-05-13,0.0,28.85,59.66,4.02
2007-05-14,0.0,28.86,60.77,4.25
2007-05-15,0.0,28.92,57.9,4.59
2007-05-16,0.0,28.61,54.9,3.96
2007-05-17,0.0,28.93,58.38,3.99
2007-05-18,0.0,28.68,62.69,4.4
2007-05-19,0.0,29.4,58.33,4.01
2007-05-20,0.0,29.05,61.11,4.36
2007-05-21,0.13,29.39,56.67,4.06
2007-05-22,0.4,29.39,60.06,4.04
2007-05-23,0.14,29.7,59.74,3.52
2007-05-24,0.93,29.19,58.56,2.88
2007-05-25,3.32,27.8,66.01,3.37
2007-05-26,10.21,26.47,73.86,3.51
2007-05-27,6.96,25.69,75.85,1.72
2007-05-28,21.71,24.62,80.77,2.95
2007-05-29,8.45,24.53,80.23,2.15
2007-05-30,5.37,26.09,76.92,1.63
2007-05-31,1.87,27.33,72.06,2.55
2007-06-01,0.26,27.41,71.31,2.64
2007-06-02,2.28,26.61,73.66,3.81
2007-06-03,0.99,26.91,72.68,3.38
2007-06-04,0.25,27.17,72.43,2.8
2007-06-05,6.46,27.77,72.19,1.69
2007-06-06,5.46,26.06,77.26,2.47
2007-06-07,13.27,25.55,84.42,2.39
2007-06-08,9.38,25.58,82.61,2.53
2007-06-09,6.65,25.91,77.13,3.76
2007-06-10,6.85,25.0,84.49,4.13
2007-06-11,26.56,25.02,85.75,3.51
2007-06-12,30.98,25.38,85.03,2.06
2007-06-13,13.86,25.08,85.0,2.83
2007-06-14,6.09,24.53,87.27,2.98
2007-06-15,19.18,24.78,86.94,3.75
2007-06-16,25.31,24.42,88.13,4.05
2007-06-17,17.61,24.23,87.66,4.33
2007-06-18,21.5,23.77,87.59,4.19
2007-06-19,37.22,23.26,89.86,4.41
2007-06-20,17.37,21.94,89.19,4.9
2007-06-21,17.92,22.77,89.43,3.98
2007-06-22,54.73,23.83,92.75,5.99
2007-06-23,64.0,23.73,91.99,8.27
2007-06-24,33.54,24.01,87.96,6.68
2007-06-25,13.25,23.5,88.81,5.1
2007-06-26,8.06,23.67,89.71,4.31
2007-06-27,4.88,23.68,89.56,4.93
2007-06-28,12.24,23.48,90.63,5.87
2007-06-29,23.34,24.03,88.85,6.65
2007-06-30,23.84,23.73,89.87,6.71
2007-07-01,19.66,24.57,88.03,7.01
2007-07-02,7.18,24.03,88.78,6.71
2007-07-03,3.93,24.38,87.35,6.46
2007-07-04,18.63,24.11,89.47,5.61
2007-07-05,6.78,24.07,88.26,5.34
2007-07-06,6.82,23.93,89.43,5.99
2007-07-07,5.48,23.54,91.01,5.58
2007-07-08,16.11,23.88,89.74,6.22
2007-07-09,8.48,24.04,88.85,5.8
2007-07-10,7.22,23.72,91.35,5.19
2007-07-11,2.45,24.07,89.03,4.88
2007-07-12,9.16,24.14,89.52,5.42
2007-07-13,10.45,23.9,91.16,5.34
2007-07-14,3.71,23.89,89.27,5.56
2007-07-15,2.76,24.07,88.35,5.94
2007-07-16,18.49,24.13,88.96,5.85
2007-07-17,11.25,23.87,88.48,4.84
2007-07-18,2.04,23.91,87.76,3.52
2007-07-19,0.89,24.08,88.1,2.86
2007-07-20,3.09,23.42,89.21,3.04
2007-07-21,21.05,22.79,88.09,3.28
2007-07-22,16.97,22.48,89.53,3.09
2007-07-23,6.31,22.33,89.62,2.51
2007-07-24,10.7,24.17,84.95,1.23
2007-07-25,4.83,23.61,91.0,2.33
2007-07-26,19.62,23.66,90.79,2.88
2007-07-27,11.25,23.34,91.63,3.19
2007-07-28,24.13,23.19,91.41,3.75
2007-07-29,29.7,22.95,90.14,3.93
2007-07-30,42.3,23.16,90.75,3.24
2007-07-31,9.26,23.21,91.04,3.42
2007-08-01,9.36,22.72,91.45,3.76
2007-08-02,37.75,23.21,91.62,4.13
2007-08-03,33.93,22.44,91.77,5.31
2007-08-04,36.31,23.14,93.39,5.05
2007-08-05,55.02,22.69,91.11,5.68
2007-08-06,23.82,22.91,93.07,5.69
2007-08-07,16.86,22.36,92.62,6.48
2007-08-08,11.59,23.52,89.26,6.56
2007-08-09,8.88,23.75,89.33,5.78
2007-08-10,4.83,23.44,89.04,4.72
2007-08-11,4.37,23.6,88.83,4.73
2007-08-12,2.33,23.0,90.79,4.38
2007-08-13,3.99,22.88,89.87,4.13
2007-08-14,5.75,23.02,88.26,3.81
2007-08-15,6.25,23.49,88.04,3.2
2007-08-16,1.45,23.84,88.37,2.96
2007-08-17,0.4,23.42,89.36,2.95
2007-08-18,1.33,23.21,89.94,3.14
2007-08-19,10.6,23.23,88.2,3.3
2007-08-20,16.64,22.82,90.88,3.53
2007-08-21,13.35,22.92,91.14,3.8
2007-08-22,9.01,23.19,89.92,3.87
2007-08-23,5.58,22.81,89.72,3.11
2007-08-24,5.88,22.99,90.3,2.75
2007-08-25,12.26,22.99,90.91,2.25
2007-08-26,6.81,23.8,90.33,2.91
2007-08-27,2.99,23.71,90.05,3.0
2007-08-28,6.06,23.77,89.78,3.26
2007-08-29,9.08,23.24,91.1,3.4
2007-08-30,20.75,22.81,91.7,3.81
2007-08-31,18.26,22.65,91.76,3.82
2007-09-01,24.85,23.15,91.07,4.23
2007-09-02,29.58,23.08,92.1,4.28
2007-09-03,18.95,22.78,91.75,4.2
2007-09-04,12.82,23.41,93.11,3.74
2007-09-05,4.36,23.69,89.91,4.37
2007-09-06,12.01,23.04,90.98,4.17
2007-09-07,12.52,23.19,90.53,3.42
2007-09-08,1.03,23.53,90.35,2.38
2007-09-09,2.98,23.41,90.71,1.84
2007-09-10,3.7,23.27,89.54,1.8
2007-09-11,4.38,24.74,86.16,1.34
2007-09-12,3.78,24.65,88.68,1.77
2007-09-13,8.18,23.91,89.57,1.71
2007-09-14,19.51,23.4,90.5,2.17
2007-09-15,14.52,23.61,89.56,2.34
2007-09-16,25.88,23.98,89.21,2.39
2007-09-17,40.13,23.31,92.54,2.66
2007-09-18,25.09,21.82,93.63,3.71
2007-09-19,14.06,22.4,91.1,3.96
2007-09-20,0.75,22.85,90.39,3.55
2007-09-21,0.52,22.49,90.03,3.59
2007-09-22,5.13,22.25,92.73,3.16
2007-09-23,11.7,23.38,89.75,4.41
2007-09-24,30.75,23.86,92.34,4.67
2007-09-25,15.92,23.37,92.84,4.01
2007-09-26,1.89,22.74,92.12,2.55
2007-09-27,3.52,22.84,90.66,3.03
2007-09-28,16.06,23.16,91.99,3.4
2007-09-29,30.93,22.75,92.07,2.06
2007-09-30,11.13,22.44,91.47,1.9
2007-10-01,2.54,23.26,89.42,1.69
2007-10-02,7.63,23.4,88.39,2.09
2007-10-03,1.79,23.39,87.83,2.15
2007-10-04,1.78,23.72,88.34,2.22
2007-10-05,1.9,22.65,90.68,2.36
2007-10-06,0.22,22.59,89.52,2.48
2007-10-07,1.67,22.64,88.95,2.63
2007-10-08,0.64,22.44,89.5,2.24
2007-10-09,0.37,23.99,80.24,0.92
2007-10-10,0.32,24.33,75.72,0.88
2007-10-11,0.79,23.42,80.96,1.52
2007-10-12,0.16,23.62,82.2,1.62
2007-10-13,0.0,22.7,81.16,1.92
2007-10-14,0.0,21.87,78.32,1.52
2007-10-15,0.0,21.86,74.52,1.41
2007-10-16,0.0,22.48,78.33,1.15
2007-10-17,0.38,22.67,81.64,1.69
2007-10-18,0.24,22.24,84.32,1.75
2007-10-19,20.03,22.23,89.22,2.18
2007-10-20,32.61,22.79,88.12,1.44
2007-10-21,13.11,23.11,88.99,2.44
2007-10-22,14.14,23.07,89.42,2.77
2007-10-23,7.31,22.45,88.63,3.24
2007-10-24,4.69,22.14,89.52,3.79
2007-10-25,0.7,22.87,88.99,4.12
2007-10-26,0.19,22.74,88.7,3.26
2007-10-27,2.83,22.8,87.1,2.71
2007-10-28,4.93,22.95,87.2,2.31
2007-10-29,0.88,22.01,88.99,1.91
2007-10-30,0.02,22.77,87.22,1.43
2007-10-31,2.53,22.65,89.36,1.38
2007-11-01,5.43,22.29,93.38,2.17
2007-11-02,0.54,23.23,85.73,1.98
2007-11-03,0.3,23.11,87.39,2.49
2007-11-04,1.64,23.2,88.64,2.58
2007-11-05,0.79,23.64,84.43,1.52
2007-11-06,2.08,24.2,84.29,0.67
2007-11-07,13.09,24.02,84.53,0.8
2007-11-08,2.5,21.07,82.39,1.62
2007-11-09,0.0,20.67,81.05,1.66
2007-11-10,0.0,20.33,80.54,2.1
2007-11-11,0.0,19.69,79.26,2.16
2007-11-12,0.0,19.56,81.05,2.4
2007-11-13,0.0,19.18,78.18,2.09
2007-11-14,0.0,17.97,75.57,2.21
2007-11-15,0.0,18.5,69.37,1.99
2007-11-16,0.0,18.29,68.84,1.68
2007-11-17,0.0,17.4,75.88,2.16
2007-11-18,0.0,18.1,78.41,2.05
2007-11-19,0.63,20.04,87.36,2.42
2007-11-20,0.14,22.34,86.46,3.1
2007-11-21,0.0,22.3,84.37,2.65
2007-11-22,0.0,20.27,78.17,2.7
2007-11-23,0.0,18.22,70.35,2.67
2007-11-24,0.0,17.08,65.52,2.13
2007-11-25,0.0,16.46,64.56,2.22
2007-11-26,0.0,17.68,76.84,2.61
2007-11-27,0.0,20.97,79.81,2.15
2007-11-28,0.0,21.64,78.52,1.56
2007-11-29,0.0,21.97,80.43,2.08
2007-11-30,0.0,20.0,72.99,2.98
2007-12-01,0.0,18.18,77.64,2.67
2007-12-02,0.0,18.45,77.29,2.29
2007-12-03,0.0,20.0,79.75,2.72
2007-12-04,0.0,20.96,78.41,3.57
2007-12-05,0.0,20.49,77.59,3.98
2007-12-06,0.0,20.44,81.01,4.26
2007-12-07,0.0,21.03,78.64,2.86
2007-12-08,0.0,21.54,76.82,2.5
2007-12-09,0.0,22.32,77.17,2.0
2007-12-10,0.0,22.69,73.99,1.49
2007-12-11,0.0,20.83,72.06,2.03
2007-12-12,0.0,20.27,72.19,2.36
2007-12-13,0.0,21.6,75.95,2.85
2007-12-14,0.0,22.44,69.78,3.05
2007-12-15,0.0,22.51,72.23,3.44
2007-12-16,0.0,22.15,71.28,4.49
2007-12-17,0.0,21.29,71.47,4.45
2007-12-18,0.03,21.05,75.47,4.08
2007-12-19,0.93,20.54,82.56,4.23
2007-12-20,2.28,21.74,85.43,4.21
2007-12-21,0.16,23.37,75.06,3.31
2007-12-22,0.0,22.83,73.28,2.72
2007-12-23,0.0,21.39,64.56,2.13
2007-12-24,0.0,20.56,54.33,2.1
